"userId","articleId","timeSpent","date"
"65b1ebbc90ba2e3794e9696d","666a0f18b569271700003fe5",177402,"2024-06-13T00:00:00.000Z"
"65f300509edbd593b5293db2","66699ad1b569271700f91ce0",149726,"2024-06-13T00:00:00.000Z"
"65f300509edbd593b5293db2","66699ab6b569271700f91cd3",159367,"2024-06-13T00:00:00.000Z"
"65f300509edbd593b5293db2","66699ec3b569271700f91d8d",178125,"2024-06-13T00:00:00.000Z"
"65f300509edbd593b5293db2","6668be4440f98ecea90c84aa",180770,"2024-06-13T00:00:00.000Z"
"65f300509edbd593b5293db2","66661c3de25f18ad60ff948b",192159,"2024-06-13T00:00:00.000Z"
"65f300509edbd593b5293db2","66661c45e25f18ad60ff948f",624686,"2024-06-13T00:00:00.000Z"
"65f300509edbd593b5293db2","6664cb719beefa3c37f3f8cf",281983,"2024-06-13T00:00:00.000Z"
"660167b035a59cd25a6b1d3c","666a7bb8b569271700004395",14037,"2024-06-13T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666a7e77b56927170000448d",170028,"2024-06-14T00:00:00.000Z"
"65f300509edbd593b5293db2","666b5e07b5692717000777cc",160431,"2024-06-14T00:00:00.000Z"
"65f300509edbd593b5293db2","666a7c3cb5692717000043cd",183758,"2024-06-14T00:00:00.000Z"
"65f300509edbd593b5293db2","666b5cc8b569271700077787",235633,"2024-06-14T00:00:00.000Z"
"65f300509edbd593b5293db2","666b5cdcb569271700077793",154548,"2024-06-14T00:00:00.000Z"
"65f300509edbd593b5293db2","666aec4db569271700004f07",154033,"2024-06-14T00:00:00.000Z"
"65f300509edbd593b5293db2","666aec46b569271700004f02",169088,"2024-06-14T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666aec46b569271700004f02",3996,"2024-06-14T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666cb04c943ea5c44151a4a8",176543,"2024-06-15T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666cae3e943ea5c44151a3f9",132994,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","666cae51943ea5c44151a402",55301,"2024-06-15T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666cb055943ea5c44151a4ac",1236504,"2024-06-15T00:00:00.000Z"
"65fd330b85a20fc084e1168b","666d1eb9943ea5c44151aa79",258281,"2024-06-15T00:00:00.000Z"
"65fd330b85a20fc084e1168b","666d2119943ea5c44151ab64",452134,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","666d1eaf943ea5c44151aa75",697782,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","666d1ec7943ea5c44151aa81",240377,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","666cae48943ea5c44151a3fe",274509,"2024-06-15T00:00:00.000Z"
"660167b035a59cd25a6b1d3c","666d1ec7943ea5c44151aa81",4417,"2024-06-15T00:00:00.000Z"
"660167b035a59cd25a6b1d3c","666d1eaf943ea5c44151aa75",3447,"2024-06-15T00:00:00.000Z"
